Date,Close,Open
2008-06-03,70.04000091552734,70.44000244140625
2008-06-04,70.80999755859375,69.70999908447266
2008-06-05,73.5,71.52999877929688
2008-06-06,71.19000244140625,72.94999694824219
2008-06-09,71.33000183105469,71.22000122070312
2008-06-10,70.45999908447266,70.87999725341797
2008-06-11,68.87000274658203,70.22000122070312
2008-06-12,68.19999694824219,69.36000061035156
2008-06-13,70.31999969482422,68.5999984741211
2008-06-16,70.41999816894531,69.83999633789062
2008-06-17,69.93000030517578,70.61000061035156
2008-06-18,68.95999908447266,69.55999755859375
2008-06-19,70.23999786376953,68.70999908447266
2008-06-20,68.7300033569336,69.98999786376953
2008-06-23,68.44000244140625,69.06999969482422
2008-06-24,69.26000213623047,68.0199966430664
2008-06-25,70.88999938964844,69.4000015258789
2008-06-26,69.02999877929688,69.66000366210938
2008-06-27,70.26000213623047,69.66000366210938
2008-06-30,70.13999938964844,70.0
2008-07-01,72.55000305175781,69.41999816894531
2008-07-02,72.12999725341797,72.6500015258789
2008-07-03,72.2300033569336,72.61000061035156
2008-07-07,72.87000274658203,72.81999969482422
2008-07-08,74.66000366210938,72.73999786376953
2008-07-09,72.1500015258789,74.70999908447266
2008-07-10,70.86000061035156,71.63999938964844
2008-07-11,69.83000183105469,70.12000274658203
2008-07-14,69.56999969482422,70.66999816894531
2008-07-15,69.56999969482422,69.13999938964844
2008-07-16,72.58000183105469,70.01000213623047
2008-07-17,74.12999725341797,73.0
2008-07-18,72.2300033569336,74.12000274658203
2008-07-21,69.66000366210938,72.13999938964844
2008-07-22,72.0,69.86000061035156
2008-07-23,63.43000030517578,63.09000015258789
2008-07-24,62.97999954223633,63.099998474121094
2008-07-25,61.7599983215332,63.310001373291016
2008-07-28,60.349998474121094,61.599998474121094
2008-07-29,61.779998779296875,60.349998474121094
2008-07-30,63.0,61.810001373291016
2008-07-31,62.68000030517578,62.33000183105469
2008-08-01,62.20000076293945,63.11000061035156
2008-08-04,62.52000045776367,62.18000030517578
2008-08-05,64.62999725341797,63.16999816894531
2008-08-06,65.72000122070312,64.22000122070312
2008-08-07,65.81999969482422,65.16000366210938
2008-08-08,66.98999786376953,66.11000061035156
2008-08-11,67.0999984741211,66.94999694824219
2008-08-12,67.77999877929688,66.79000091552734
2008-08-13,66.94999694824219,67.30999755859375
2008-08-14,67.13999938964844,66.41000366210938
2008-08-15,68.0,67.47000122070312
2008-08-18,67.41000366210938,68.0999984741211
2008-08-19,66.45999908447266,67.4000015258789
2008-08-20,65.94000244140625,66.30000305175781
2008-08-21,66.25,65.5
2008-08-22,67.43000030517578,66.55999755859375
2008-08-25,66.44999694824219,67.44999694824219
2008-08-26,66.5199966430664,66.41999816894531
2008-08-27,66.70999908447266,66.3499984741211
2008-08-28,67.80999755859375,66.86000061035156
2008-08-29,67.05999755859375,67.13999938964844
2008-09-02,68.26000213623047,68.1500015258789
2008-09-03,68.33000183105469,67.0
2008-09-04,67.36000061035156,67.9000015258789
2008-09-05,68.44000244140625,67.08999633789062
2008-09-08,68.93000030517578,69.44000244140625
2008-09-09,68.62999725341797,69.23999786376953
2008-09-10,69.43000030517578,68.81999969482422
2008-09-11,70.37000274658203,68.91999816894531
2008-09-12,69.55000305175781,70.13999938964844
2008-09-15,68.94999694824219,68.66000366210938
2008-09-16,68.87999725341797,67.9000015258789
2008-09-17,65.37000274658203,67.94999694824219
2008-09-18,68.2300033569336,65.75
2008-09-19,66.08999633789062,71.0
2008-09-22,64.31999969482422,66.55000305175781
2008-09-23,64.16000366210938,64.62000274658203
2008-09-24,64.79000091552734,64.08000183105469
2008-09-25,65.9800033569336,64.88999938964844
2008-09-26,66.29000091552734,64.5199966430664
2008-09-29,63.20000076293945,65.94999694824219
2008-09-30,64.93000030517578,63.65999984741211
2008-10-01,64.69000244140625,64.0
2008-10-02,61.91999816894531,64.30999755859375
2008-10-03,62.599998474121094,63.689998626708984
2008-10-06,60.470001220703125,60.720001220703125
2008-10-07,57.79999923706055,60.45000076293945
2008-10-08,57.060001373291016,54.0
2008-10-09,54.400001525878906,57.40999984741211
2008-10-10,53.900001525878906,53.130001068115234
2008-10-13,59.52000045776367,56.099998474121094
2008-10-14,58.40999984741211,61.09000015258789
2008-10-15,53.61000061035156,57.22999954223633
2008-10-16,57.790000915527344,54.029998779296875
2008-10-17,57.97999954223633,56.7599983215332
2008-10-20,58.08000183105469,59.310001373291016
2008-10-21,55.86000061035156,57.040000915527344
2008-10-22,53.54999923706055,54.83000183105469
2008-10-23,52.209999084472656,53.41999816894531
2008-10-24,50.93000030517578,48.810001373291016
2008-10-27,51.900001525878906,50.029998779296875
2008-10-28,57.47999954223633,53.95000076293945
2008-10-29,56.880001068115234,57.08000183105469
2008-10-30,56.970001220703125,57.9900016784668
2008-10-31,57.0099983215332,57.0
2008-11-03,53.470001220703125,56.529998779296875
2008-11-04,55.09000015258789,54.34000015258789
2008-11-05,53.709999084472656,54.869998931884766
2008-11-06,53.5099983215332,53.0
2008-11-07,54.06999969482422,53.869998931884766
2008-11-10,53.0,54.630001068115234
2008-11-11,52.279998779296875,52.25
2008-11-12,48.779998779296875,51.0
2008-11-13,49.970001220703125,48.63999938964844
2008-11-14,48.060001373291016,48.97999954223633
2008-11-17,47.310001373291016,47.34000015258789
2008-11-18,46.7599983215332,47.31999969482422
2008-11-19,45.27000045776367,46.720001220703125
2008-11-20,44.9900016784668,45.0
2008-11-21,46.709999084472656,45.220001220703125
2008-11-24,49.45000076293945,46.869998931884766
2008-11-25,50.66999816894531,50.16999816894531
2008-11-26,51.45000076293945,49.650001525878906
2008-11-28,51.470001220703125,51.349998474121094
2008-12-01,47.90999984741211,50.72999954223633
2008-12-02,50.099998474121094,48.5
2008-12-03,51.41999816894531,49.0
2008-12-04,52.75,50.970001220703125
2008-12-05,55.58000183105469,52.16999816894531
2008-12-08,55.189998626708984,55.38999938964844
2008-12-09,53.099998474121094,55.060001373291016
2008-12-10,53.689998626708984,52.86000061035156
2008-12-11,52.060001373291016,52.25
2008-12-12,53.400001525878906,51.36000061035156
2008-12-15,52.7400016784668,53.290000915527344
2008-12-16,53.029998779296875,53.0
2008-12-17,53.939998626708984,52.689998626708984
2008-12-18,54.150001525878906,54.369998931884766
2008-12-19,53.790000915527344,54.59000015258789
2008-12-22,52.720001220703125,54.290000915527344
2008-12-23,51.470001220703125,52.369998931884766
2008-12-24,51.689998626708984,51.91999816894531
2008-12-26,51.470001220703125,51.4900016784668
2008-12-29,50.83000183105469,51.349998474121094
2008-12-30,51.130001068115234,50.83000183105469
2008-12-31,52.5,51.20000076293945
2009-01-02,53.349998474121094,52.439998626708984
2009-01-05,52.290000915527344,53.18000030517578
2009-01-06,51.45000076293945,52.52000045776367
2009-01-07,50.119998931884766,51.0
2009-01-08,50.650001525878906,49.54999923706055
2009-01-09,49.13999938964844,50.2400016784668
2009-01-12,49.43000030517578,49.59000015258789
2009-01-13,48.939998626708984,49.060001373291016
2009-01-14,47.630001068115234,48.349998474121094
2009-01-15,48.470001220703125,47.52000045776367
2009-01-16,48.79999923706055,49.310001373291016
2009-01-20,47.220001220703125,49.16999816894531
2009-01-21,47.900001525878906,47.2599983215332
2009-01-22,47.45000076293945,47.54999923706055
2009-01-23,46.970001220703125,46.900001525878906
2009-01-26,47.349998474121094,47.47999954223633
2009-01-27,47.900001525878906,47.38999938964844
2009-01-28,47.810001373291016,48.06999969482422
2009-01-29,46.45000076293945,47.9900016784668
2009-01-30,45.029998779296875,46.54999923706055
2009-02-02,45.29999923706055,44.779998779296875
2009-02-03,46.119998931884766,45.470001220703125
2009-02-04,42.97999954223633,42.7400016784668
2009-02-05,43.83000183105469,42.849998474121094
2009-02-06,45.209999084472656,44.099998474121094
2009-02-09,45.16999816894531,44.779998779296875
2009-02-10,43.970001220703125,44.79999923706055
2009-02-11,43.540000915527344,44.16999816894531
2009-02-12,44.31999969482422,43.5
2009-02-13,42.7599983215332,44.279998779296875
2009-02-17,42.119998931884766,42.150001525878906
2009-02-18,42.380001068115234,42.20000076293945
2009-02-19,42.619998931884766,42.7400016784668
2009-02-20,42.7599983215332,42.529998779296875
2009-02-23,41.16999816894531,42.79999923706055
2009-02-24,42.54999923706055,41.119998931884766
2009-02-25,42.0,42.220001220703125
2009-02-26,41.54999923706055,42.349998474121094
2009-02-27,42.34000015258789,41.290000915527344
2009-03-02,40.84000015258789,41.709999084472656
2009-03-03,40.689998626708984,41.310001373291016
2009-03-04,40.810001373291016,41.11000061035156
2009-03-05,39.560001373291016,40.540000915527344
2009-03-06,38.97999954223633,39.58000183105469
2009-03-09,38.439998626708984,38.439998626708984
2009-03-10,40.13999938964844,39.029998779296875
2009-03-11,39.560001373291016,40.119998931884766
2009-03-12,40.86000061035156,39.959999084472656
2009-03-13,42.20000076293945,40.9900016784668
2009-03-16,42.119998931884766,42.130001068115234
2009-03-17,43.97999954223633,43.09000015258789
2009-03-18,44.459999084472656,43.900001525878906
2009-03-19,45.119998931884766,44.599998474121094
2009-03-20,44.83000183105469,45.56999969482422
2009-03-23,47.540000915527344,45.47999954223633
2009-03-24,46.36000061035156,47.41999816894531
2009-03-25,46.810001373291016,46.5099983215332
2009-03-26,48.459999084472656,47.369998931884766
2009-03-27,47.400001525878906,47.68000030517578
2009-03-30,46.25,46.560001373291016
2009-03-31,46.31999969482422,46.47999954223633
2009-04-01,46.349998474121094,45.66999816894531
2009-04-02,48.06999969482422,46.81999969482422
2009-04-03,48.90999984741211,47.86000061035156
2009-04-06,47.7400016784668,48.15999984741211
2009-04-07,46.38999938964844,47.029998779296875
2009-04-08,47.70000076293945,46.65999984741211
2009-04-09,46.900001525878906,45.849998474121094
2009-04-13,46.40999984741211,46.91999816894531
2009-04-14,45.349998474121094,46.11000061035156
2009-04-15,45.65999984741211,45.369998931884766
2009-04-16,46.22999954223633,45.77000045776367
2009-04-17,45.77000045776367,46.099998474121094
2009-04-20,44.34000015258789,45.349998474121094
2009-04-21,46.459999084472656,44.47999954223633
2009-04-22,47.06999969482422,45.91999816894531
2009-04-23,46.83000183105469,46.599998474121094
2009-04-24,48.16999816894531,47.189998626708984
2009-04-27,47.63999938964844,47.93000030517578
2009-04-28,47.06999969482422,47.099998474121094
2009-04-29,47.66999816894531,47.88999938964844
2009-04-30,48.599998474121094,47.91999816894531
2009-05-01,47.689998626708984,48.38999938964844
2009-05-04,47.709999084472656,47.79999923706055
2009-05-05,47.650001525878906,48.13999938964844
2009-05-06,46.869998931884766,47.81999969482422
2009-05-07,45.93000030517578,47.65999984741211
2009-05-08,46.599998474121094,46.5
2009-05-11,46.02000045776367,45.70000076293945
2009-05-12,46.90999984741211,46.56999969482422
2009-05-13,45.650001525878906,46.25
2009-05-14,44.79999923706055,45.79999923706055
2009-05-15,44.75,44.779998779296875
2009-05-18,46.09000015258789,45.209999084472656
2009-05-19,47.209999084472656,46.22999954223633
2009-05-20,48.779998779296875,48.5
2009-05-21,48.310001373291016,48.41999816894531
2009-05-22,48.29999923706055,48.29999923706055
2009-05-26,49.13999938964844,47.75
2009-05-27,48.83000183105469,48.849998474121094
2009-05-28,47.970001220703125,47.939998626708984
2009-05-29,48.52000045776367,48.20000076293945
2009-06-01,49.70000076293945,49.20000076293945
2009-06-02,49.45000076293945,49.52000045776367
2009-06-03,48.470001220703125,49.220001220703125
2009-06-04,47.869998931884766,47.130001068115234
2009-06-05,47.63999938964844,48.400001525878906
2009-06-08,47.529998779296875,47.400001525878906
2009-06-09,47.130001068115234,47.560001373291016
2009-06-10,46.59000015258789,47.220001220703125
2009-06-11,46.27000045776367,46.709999084472656
2009-06-12,47.029998779296875,46.349998474121094
2009-06-15,46.33000183105469,46.75
2009-06-16,45.95000076293945,46.36000061035156
2009-06-17,46.59000015258789,46.060001373291016
2009-06-18,46.2400016784668,46.689998626708984
2009-06-19,46.11000061035156,46.70000076293945
2009-06-22,45.349998474121094,45.810001373291016
2009-06-23,45.06999969482422,46.02000045776367
2009-06-24,45.040000915527344,45.209999084472656
2009-06-25,46.279998779296875,44.81999969482422
2009-06-26,46.40999984741211,46.029998779296875
2009-06-29,46.20000076293945,46.72999954223633
2009-06-30,45.779998779296875,46.09000015258789
2009-07-01,45.790000915527344,45.810001373291016
2009-07-02,44.63999938964844,45.63999938964844
2009-07-06,45.70000076293945,44.56999969482422
2009-07-07,44.540000915527344,45.209999084472656
2009-07-08,46.02000045776367,44.83000183105469
2009-07-09,45.5,46.400001525878906
2009-07-10,44.970001220703125,45.29999923706055
2009-07-13,44.970001220703125,44.91999816894531
2009-07-14,45.029998779296875,44.810001373291016
2009-07-15,46.900001525878906,45.400001525878906
2009-07-16,47.4900016784668,46.72999954223633
2009-07-17,47.47999954223633,47.369998931884766
2009-07-20,48.470001220703125,47.5
2009-07-21,48.380001068115234,48.290000915527344
2009-07-22,48.81999969482422,48.18000030517578
2009-07-23,48.599998474121094,48.5
2009-07-24,49.130001068115234,48.119998931884766
2009-07-27,48.68000030517578,48.9900016784668
2009-07-28,48.84000015258789,48.439998626708984
2009-07-29,48.77000045776367,48.529998779296875
2009-07-30,49.25,49.2599983215332
2009-07-31,49.5,49.0099983215332
2009-08-03,50.0,49.75
2009-08-04,49.47999954223633,49.599998474121094
2009-08-05,49.060001373291016,49.72999954223633
2009-08-06,48.75,48.560001373291016
2009-08-07,50.099998474121094,49.45000076293945
2009-08-10,49.400001525878906,49.84000015258789
2009-08-11,48.91999816894531,49.029998779296875
2009-08-12,49.150001525878906,48.939998626708984
2009-08-13,48.880001068115234,49.15999984741211
2009-08-14,48.630001068115234,48.790000915527344
2009-08-17,47.470001220703125,48.099998474121094
2009-08-18,47.400001525878906,47.540000915527344
2009-08-19,47.939998626708984,47.209999084472656
2009-08-20,47.90999984741211,48.09000015258789
2009-08-21,48.560001373291016,48.22999954223633
2009-08-24,48.119998931884766,48.779998779296875
2009-08-25,49.619998931884766,48.779998779296875
2009-08-26,50.22999954223633,49.869998931884766
2009-08-27,51.310001373291016,49.90999984741211
2009-08-28,51.77000045776367,51.5
2009-08-31,50.97999954223633,51.349998474121094
2009-09-01,50.650001525878906,51.34000015258789
2009-09-02,50.650001525878906,50.400001525878906
2009-09-03,54.9900016784668,54.220001220703125
2009-09-04,55.470001220703125,54.68000030517578
2009-09-08,56.72999954223633,56.86000061035156
2009-09-09,57.060001373291016,56.4900016784668
2009-09-10,56.90999984741211,57.040000915527344
2009-09-11,56.810001373291016,56.86000061035156
2009-09-14,56.9900016784668,56.220001220703125
2009-09-15,56.81999969482422,56.779998779296875
2009-09-16,57.70000076293945,56.81999969482422
2009-09-17,57.959999084472656,57.86000061035156
2009-09-18,57.54999923706055,58.20000076293945
2009-09-21,58.58000183105469,57.61000061035156
2009-09-22,58.400001525878906,58.720001220703125
2009-09-23,57.97999954223633,57.86000061035156
2009-09-24,57.43000030517578,58.029998779296875
2009-09-25,56.279998779296875,57.720001220703125
2009-09-28,56.560001373291016,56.5
2009-09-29,56.4900016784668,56.560001373291016
2009-09-30,56.380001068115234,57.119998931884766
2009-10-01,55.689998626708984,56.150001525878906
2009-10-02,56.470001220703125,55.91999816894531
2009-10-05,56.880001068115234,56.59000015258789
2009-10-06,57.93000030517578,57.02000045776367
2009-10-07,59.0,59.7599983215332
2009-10-08,58.630001068115234,59.279998779296875
2009-10-09,58.63999938964844,58.20000076293945
2009-10-12,58.029998779296875,58.380001068115234
2009-10-13,58.47999954223633,57.900001525878906
2009-10-14,58.77000045776367,59.0
2009-10-15,58.970001220703125,58.38999938964844
2009-10-16,58.47999954223633,58.849998474121094
2009-10-19,59.22999954223633,58.81999969482422
2009-10-20,59.09000015258789,59.2599983215332
2009-10-21,57.709999084472656,58.7599983215332
2009-10-22,58.27000045776367,57.7599983215332
2009-10-23,57.810001373291016,58.08000183105469
2009-10-26,57.650001525878906,57.689998626708984
2009-10-27,57.150001525878906,57.61000061035156
2009-10-28,56.720001220703125,57.04999923706055
2009-10-29,57.91999816894531,57.310001373291016
2009-10-30,56.849998474121094,57.72999954223633
2009-11-02,57.75,56.849998474121094
2009-11-03,57.650001525878906,57.54999923706055
2009-11-04,58.810001373291016,57.68000030517578
2009-11-05,59.40999984741211,58.11000061035156
2009-11-06,59.40999984741211,59.150001525878906
2009-11-09,60.439998626708984,58.959999084472656
2009-11-10,60.040000915527344,59.91999816894531
2009-11-11,60.400001525878906,60.459999084472656
2009-11-12,60.119998931884766,60.15999984741211
2009-11-13,60.470001220703125,60.349998474121094
2009-11-16,61.119998931884766,60.790000915527344
2009-11-17,60.619998931884766,61.060001373291016
2009-11-18,60.77000045776367,60.380001068115234
2009-11-19,60.47999954223633,60.36000061035156
2009-11-20,60.060001373291016,60.2599983215332
2009-11-23,60.56999969482422,60.099998474121094
2009-11-24,60.5099983215332,60.810001373291016
2009-11-25,60.88999938964844,60.400001525878906
2009-11-27,60.029998779296875,59.5
2009-11-30,59.90999984741211,60.150001525878906
2009-12-01,60.72999954223633,60.130001068115234
2009-12-02,60.869998931884766,60.650001525878906
2009-12-03,59.02000045776367,59.400001525878906
2009-12-04,59.189998626708984,59.400001525878906
2009-12-07,59.349998474121094,59.130001068115234
2009-12-08,58.75,58.849998474121094
2009-12-09,58.65999984741211,58.709999084472656
2009-12-10,58.7599983215332,59.150001525878906
2009-12-11,59.31999969482422,59.040000915527344
2009-12-14,59.470001220703125,59.56999969482422
2009-12-15,58.97999954223633,59.41999816894531
2009-12-16,58.77000045776367,59.150001525878906
2009-12-17,57.79999923706055,58.529998779296875
2009-12-18,58.43000030517578,58.029998779296875
2009-12-21,59.27000045776367,58.779998779296875
2009-12-22,59.56999969482422,59.029998779296875
2009-12-23,60.06999969482422,59.599998474121094
2009-12-24,60.400001525878906,60.290000915527344
2009-12-28,60.560001373291016,60.400001525878906
2009-12-29,60.2599983215332,60.4900016784668
2009-12-30,60.04999923706055,60.130001068115234
2009-12-31,59.16999816894531,60.2400016784668
2010-01-04,59.40999984741211,59.130001068115234
2010-01-05,59.22999954223633,59.2599983215332
2010-01-06,60.0,59.06999969482422
2010-01-07,59.709999084472656,60.08000183105469
2010-01-08,59.279998779296875,59.470001220703125
2010-01-11,59.349998474121094,59.209999084472656
2010-01-12,59.029998779296875,59.22999954223633
2010-01-13,59.400001525878906,59.11000061035156
2010-01-14,58.720001220703125,59.119998931884766
2010-01-15,58.790000915527344,58.9900016784668
2010-01-19,58.95000076293945,59.16999816894531
2010-01-20,58.27000045776367,58.47999954223633
2010-01-21,57.52000045776367,58.130001068115234
2010-01-22,57.06999969482422,57.400001525878906
2010-01-25,57.54999923706055,57.349998474121094
2010-01-26,57.93000030517578,57.20000076293945
2010-01-27,57.529998779296875,57.709999084472656
2010-01-28,57.349998474121094,57.59000015258789
2010-01-29,57.43000030517578,57.59000015258789
2010-02-01,57.90999984741211,57.79999923706055
2010-02-02,58.77000045776367,58.0
2010-02-03,58.41999816894531,58.59000015258789
2010-02-04,58.52000045776367,58.16999816894531
2010-02-05,58.58000183105469,58.59000015258789
2010-02-08,58.13999938964844,58.27000045776367
2010-02-09,58.7599983215332,58.79999923706055
2010-02-10,59.150001525878906,58.65999984741211
2010-02-11,59.66999816894531,58.86000061035156
2010-02-12,59.279998779296875,59.189998626708984
2010-02-16,60.66999816894531,59.619998931884766
2010-02-17,61.04999923706055,60.790000915527344
2010-02-18,60.959999084472656,60.93000030517578
2010-02-19,61.13999938964844,60.72999954223633
2010-02-22,60.790000915527344,61.400001525878906
2010-02-23,60.5099983215332,60.63999938964844
2010-02-24,60.86000061035156,60.79999923706055
2010-02-25,61.400001525878906,60.290000915527344
2010-02-26,60.970001220703125,61.36000061035156
2010-03-01,61.650001525878906,61.0
2010-03-02,61.380001068115234,62.119998931884766
2010-03-03,60.68000030517578,59.75
2010-03-04,60.79999923706055,60.75
2010-03-05,60.68000030517578,60.849998474121094
2010-03-08,60.66999816894531,60.540000915527344
2010-03-09,60.130001068115234,60.380001068115234
2010-03-10,59.84000015258789,60.209999084472656
2010-03-11,59.900001525878906,59.779998779296875
2010-03-12,60.16999816894531,59.880001068115234
2010-03-15,60.54999923706055,60.06999969482422
2010-03-16,60.90999984741211,60.709999084472656
2010-03-17,61.33000183105469,60.959999084472656
2010-03-18,61.27000045776367,61.0
2010-03-19,60.720001220703125,61.380001068115234
2010-03-22,60.880001068115234,60.540000915527344
2010-03-23,60.7599983215332,60.7599983215332
2010-03-24,60.06999969482422,60.540000915527344
2010-03-25,60.04999923706055,60.41999816894531
2010-03-26,60.130001068115234,60.25
2010-03-29,60.13999938964844,60.13999938964844
2010-03-30,60.16999816894531,60.27000045776367
2010-03-31,59.709999084472656,60.060001373291016
2010-04-01,60.13999938964844,59.72999954223633
2010-04-05,60.81999969482422,60.33000183105469
2010-04-06,61.7400016784668,61.04999923706055
2010-04-07,61.720001220703125,61.650001525878906
2010-04-08,60.97999954223633,61.599998474121094
2010-04-09,61.209999084472656,61.040000915527344
2010-04-12,60.349998474121094,60.88999938964844
2010-04-13,59.88999938964844,60.220001220703125
2010-04-14,59.619998931884766,59.790000915527344
2010-04-15,59.029998779296875,59.40999984741211
2010-04-16,59.189998626708984,58.959999084472656
2010-04-19,59.470001220703125,59.290000915527344
2010-04-20,59.4900016784668,59.70000076293945
2010-04-21,59.5099983215332,59.400001525878906
2010-04-22,60.220001220703125,59.22999954223633
2010-04-23,60.20000076293945,60.06999969482422
2010-04-26,60.06999969482422,60.20000076293945
2010-04-27,59.16999816894531,60.25
2010-04-28,58.849998474121094,59.29999923706055
2010-04-29,59.349998474121094,59.0099983215332
2010-04-30,59.08000183105469,59.130001068115234
2010-05-03,59.310001373291016,59.029998779296875
2010-05-04,59.880001068115234,58.83000183105469
2010-05-05,60.36000061035156,59.75
2010-05-06,58.029998779296875,58.95000076293945
2010-05-07,57.310001373291016,57.86000061035156
2010-05-10,57.52000045776367,58.619998931884766
2010-05-11,57.939998626708984,57.400001525878906
2010-05-12,57.880001068115234,58.060001373291016
2010-05-13,57.66999816894531,57.810001373291016
2010-05-14,57.7400016784668,57.27000045776367
2010-05-17,58.349998474121094,57.81999969482422
2010-05-18,57.779998779296875,58.63999938964844
2010-05-19,57.77000045776367,57.4900016784668
2010-05-20,56.59000015258789,57.0
2010-05-21,57.439998626708984,55.93000030517578
2010-05-24,56.7599983215332,57.18000030517578
2010-05-25,56.5,55.959999084472656
2010-05-26,55.97999954223633,56.599998474121094
2010-05-27,58.7400016784668,57.34000015258789
2010-05-28,58.25,58.790000915527344
2010-06-01,57.97999954223633,58.18000030517578
2010-06-02,58.95000076293945,58.34000015258789
2010-06-03,57.93000030517578,58.22999954223633
2010-06-04,56.16999816894531,57.45000076293945
2010-06-07,55.849998474121094,56.0099983215332
2010-06-08,56.65999984741211,55.689998626708984
2010-06-09,57.400001525878906,56.68000030517578
2010-06-10,57.650001525878906,57.81999969482422
2010-06-11,57.52000045776367,57.18000030517578
2010-06-14,57.52000045776367,57.63999938964844
2010-06-15,59.15999984741211,57.93000030517578
2010-06-16,58.34000015258789,58.470001220703125
2010-06-17,58.58000183105469,58.59000015258789
2010-06-18,58.209999084472656,58.5
2010-06-21,57.779998779296875,58.5
2010-06-22,57.61000061035156,57.9900016784668
2010-06-23,57.439998626708984,57.59000015258789
2010-06-24,56.220001220703125,57.16999816894531
2010-06-25,56.439998626708984,56.16999816894531
2010-06-28,56.650001525878906,56.59000015258789
2010-06-29,55.630001068115234,56.18000030517578
2010-06-30,54.83000183105469,55.52000045776367
2010-07-01,54.900001525878906,54.72999954223633
2010-07-02,54.22999954223633,55.18000030517578
2010-07-06,54.0,54.689998626708984
2010-07-07,54.290000915527344,53.7599983215332
2010-07-08,55.709999084472656,54.779998779296875
2010-07-09,56.189998626708984,56.290000915527344
2010-07-12,55.93000030517578,56.04999923706055
2010-07-13,56.5099983215332,56.150001525878906
2010-07-14,56.349998474121094,56.38999938964844
2010-07-15,56.54999923706055,56.369998931884766
2010-07-16,54.97999954223633,56.59000015258789
2010-07-19,54.81999969482422,55.130001068115234
2010-07-20,55.09000015258789,54.369998931884766
2010-07-21,53.61000061035156,55.06999969482422
2010-07-22,54.900001525878906,54.09000015258789
2010-07-23,55.95000076293945,55.0
2010-07-26,55.709999084472656,55.790000915527344
2010-07-27,57.209999084472656,56.4900016784668
2010-07-28,56.5099983215332,57.220001220703125
2010-07-29,56.209999084472656,56.7400016784668
2010-07-30,56.709999084472656,55.709999084472656
2010-08-02,56.84000015258789,57.060001373291016
2010-08-03,56.54999923706055,56.619998931884766
2010-08-04,57.400001525878906,56.4900016784668
2010-08-05,56.459999084472656,56.7400016784668
2010-08-06,56.540000915527344,56.25
2010-08-09,57.15999984741211,56.54999923706055
2010-08-10,56.97999954223633,56.790000915527344
2010-08-11,55.869998931884766,56.5099983215332
2010-08-12,55.66999816894531,55.4900016784668
2010-08-13,55.310001373291016,55.40999984741211
2010-08-16,55.369998931884766,55.13999938964844
2010-08-17,55.83000183105469,55.5099983215332
2010-08-18,55.68000030517578,55.25
2010-08-19,55.0099983215332,55.439998626708984
2010-08-20,55.040000915527344,54.72999954223633
2010-08-23,54.900001525878906,55.33000183105469
2010-08-24,55.599998474121094,54.52000045776367
2010-08-25,57.06999969482422,55.369998931884766
2010-08-26,56.279998779296875,57.130001068115234
2010-08-27,56.189998626708984,56.38999938964844
2010-08-30,56.06999969482422,56.209999084472656
2010-08-31,56.5,55.86000061035156
2010-09-01,57.790000915527344,56.93000030517578
2010-09-02,58.59000015258789,58.40999984741211
2010-09-03,58.56999969482422,59.04999923706055
2010-09-07,58.63999938964844,58.25
2010-09-08,59.209999084472656,59.369998931884766
2010-09-09,58.939998626708984,59.5
2010-09-10,59.540000915527344,59.29999923706055
2010-09-13,60.04999923706055,59.81999969482422
2010-09-14,61.040000915527344,60.0
2010-09-15,61.189998626708984,61.040000915527344
2010-09-16,61.2400016784668,61.15999984741211
2010-09-17,61.290000915527344,61.5
2010-09-20,61.279998779296875,61.5099983215332
2010-09-21,61.27000045776367,61.209999084472656
2010-09-22,62.33000183105469,61.52000045776367
2010-09-23,62.5,62.04999923706055
2010-09-24,64.05000305175781,63.0
2010-09-27,63.72999954223633,63.81999969482422
2010-09-28,65.0,63.86000061035156
2010-09-29,64.66999816894531,64.93000030517578
2010-09-30,64.48999786376953,64.87000274658203
2010-10-01,65.05000305175781,64.91999816894531
2010-10-04,64.55999755859375,65.05999755859375
2010-10-05,64.66000366210938,65.0
2010-10-06,65.41000366210938,63.0
2010-10-07,65.26000213623047,65.22000122070312
2010-10-08,64.29000091552734,64.4000015258789
2010-10-11,64.31999969482422,63.38999938964844
2010-10-12,63.34000015258789,64.02999877929688
2010-10-13,63.36000061035156,63.20000076293945
2010-10-14,63.18000030517578,63.119998931884766
2010-10-15,63.70000076293945,63.459999084472656
2010-10-18,63.209999084472656,63.41999816894531
2010-10-19,62.209999084472656,62.65999984741211
2010-10-20,62.61000061035156,62.349998474121094
2010-10-21,63.599998474121094,62.560001373291016
2010-10-22,64.02999877929688,63.84000015258789
2010-10-25,64.11000061035156,64.12000274658203
2010-10-26,63.68000030517578,63.52000045776367
2010-10-27,62.97999954223633,63.380001068115234
2010-10-28,62.79999923706055,63.060001373291016
2010-10-29,62.77000045776367,62.61000061035156
2010-11-01,63.279998779296875,63.04999923706055
2010-11-02,63.720001220703125,63.54999923706055
2010-11-03,63.15999984741211,63.529998779296875
2010-11-04,65.4800033569336,63.88999938964844
2010-11-05,65.4000015258789,65.52999877929688
2010-11-08,64.80999755859375,64.86000061035156
2010-11-09,64.22000122070312,64.69999694824219
2010-11-10,64.44999694824219,64.0199966430664
2010-11-11,65.3499984741211,64.0999984741211
2010-11-12,65.19999694824219,64.87999725341797
2010-11-15,65.4800033569336,65.44999694824219
2010-11-16,65.73999786376953,65.19000244140625
